dataset,method,sequence,frames,evaluated_frames,absent_frames,success_auc,average_overlap,sr_0.50,sr_0.75,precision_10px,precision_20px,normalized_precision_auc,mean_iou,mean_center_error_px,median_center_error_px,rmse_center_error_px,iou_lt_0.1
A2A,SUTrack-B224,video09,1273,1273,0,0.8793625855683987,0.8980221037930282,1.0,0.9583660644147682,0.997643362136685,1.0,0.9309181645949818,0.8980221037930282,1.7308979724418057,1.3508089208204266,2.233976662667741,0.0
A2A,SUTrack-B224,video10,1177,1177,0,0.8763603997248859,0.8948188413938446,1.0,0.9855564995751912,0.9830076465590484,1.0,0.9308644443333832,0.8948188413938446,1.9849738742975385,1.327573380069945,2.9151423723475616,0.0
A2A,SUTrack-B224,video11,2687,2642,45,0.8414801196784542,0.8583851202202629,0.9992429977289932,0.9201362604087813,0.9901589704769115,0.9996214988644966,0.9220213444954061,0.8583851202202629,2.179867405531753,1.5958542369755897,2.9585078216845644,0.0
A2A,SUTrack-B224,video12,504,504,0,0.840702947845805,0.8591472239580963,0.998015873015873,0.9027777777777778,0.998015873015873,1.0,0.9130485527544351,0.8591472239580963,2.338055131966558,1.8852787872250087,2.859521367722346,0.0
A2A,SUTrack-B224,video13,570,570,0,0.794235588972431,0.8082708554370531,0.9982456140350877,0.787719298245614,1.0,1.0,0.8789817681458548,0.8082708554370531,1.6280931733458215,1.4901779061393345,1.8786143411609857,0.0
A2A,SUTrack-B224,video14,1383,1383,0,0.8330406638432668,0.8502379859379727,0.9985538684020245,0.8604483007953724,0.9855386840202458,1.0,0.9231848921781294,0.8502379859379727,2.3878560071524566,1.7245190968630542,3.172164665288706,0.0
A2A,SUTrack-B224,video15,1559,1559,0,0.7618742172943584,0.7742270622712234,0.9846055163566388,0.659397049390635,0.9993585631815266,1.0,0.876617741387767,0.7742270622712234,1.6178184387611727,1.2236891335089506,2.1244167292875136,0.0
A2A,SUTrack-B224,video16,1158,1125,33,0.7465820105820106,0.7575117594213632,0.9235555555555556,0.7253333333333334,0.9182222222222223,0.9235555555555556,0.8292287581699345,0.7575117594213632,61.6294384475079,2.0121419853319513,218.02409585841033,0.07644444444444444
A2A,SUTrack-B224,video17,1819,1819,0,0.8068797612502944,0.8216984604325013,0.9956019791094007,0.7883452446399121,0.9708631115997801,0.9983507421660253,0.9166531923379577,0.8216984604325013,3.0691241544747814,2.3381020009625617,4.114105885853453,0.0
A2A,SUTrack-B224,video18,1681,1681,0,0.7643126257046543,0.7777975971670351,0.983343248066627,0.6543723973825104,0.9964306960142773,1.0,0.8944722445789737,0.7777975971670351,2.3333741006165485,1.8189749960558703,2.9241069394716916,0.0
A2A,SUTrack-B224,video19,1623,1623,0,0.814364932664378,0.8297232215481015,0.9950708564386938,0.8170055452865065,0.9864448552064079,0.9993838570548367,0.8921749845964263,0.8297232215481015,2.6297606351958653,2.064014435386202,3.3689518666474574,0.0
A2A,SUTrack-B224,video20,4384,4384,0,0.7825317170663885,0.7940899113153429,0.9014598540145985,0.8255018248175182,0.894844890510949,0.9094434306569343,0.8279125518820667,0.7940899113153429,37.555338350350645,1.7997178760533306,128.2203347895299,0.08941605839416059
A2A,SUTrack-B224,video21,834,834,0,0.9051615850177003,0.9249301949770179,1.0,0.9988009592326139,0.9952038369304557,1.0,0.9477594395072177,0.9249301949770179,2.185663990529653,1.684975603682463,2.8036350098418246,0.0
A2A,SUTrack-B224,video22,1285,1215,70,0.7321575543797765,0.7431490001766862,0.9588477366255144,0.5390946502057613,0.9670781893004116,0.9835390946502057,0.8416202695069795,0.7431490001766862,3.9907212164777435,2.2995050565586657,11.006975751806676,0.012345679012345678
A2A,SUTrack-B224,video23,1109,1109,0,0.7545193009575337,0.767529199110182,0.9729486023444545,0.6185752930568079,0.9972948602344455,1.0,0.883201612475468,0.767529199110182,1.8252237708818622,1.4505577407772505,2.306047417724791,0.0
A2A,SafeCL-IMMTrack,video01,2635,2634,1,0.816411758325198,0.8317313530790856,0.9874715261958997,0.8139711465451784,0.9821564160971906,1.0,0.895432280733098,0.8317313530790856,2.590520074814117,1.8660557061095306,3.472609079025971,0.0
A2A,SafeCL-IMMTrack,video02,1935,1901,34,0.8670874978081713,0.8854393866717838,0.9994739610731194,0.9773803261441346,0.997369805365597,0.9994739610731194,0.9289641158935958,0.8854393866717838,2.0827905613623243,1.598442175666557,3.186769941871083,0.0005260389268805891
A2A,SafeCL-IMMTrack,video03,503,503,0,0.7599166903341854,0.7722299878843188,0.9821073558648111,0.6182902584493042,1.0,1.0,0.8480489611351498,0.7722299878843188,2.1123778399224014,1.7232379448364323,2.5678318866484746,0.0
A2A,SafeCL-IMMTrack,video04,398,398,0,0.7379755922469491,0.7499120919212413,0.957286432160804,0.5703517587939698,1.0,1.0,0.7851019804906887,0.7499120919212413,1.3171934933254892,1.2631392098224052,1.4651296707725103,0.0
A2A,SafeCL-IMMTrack,video05,2457,2451,6,0.7886382623224728,0.8032277796550339,0.9951040391676866,0.7021623827009384,0.9502243982048144,0.9975520195838433,0.8971208230334158,0.8032277796550339,3.5737739681591685,2.615441324844127,4.734145066007145,0.0
A2A,SafeCL-IMMTrack,video06,422,422,0,0.8833220491988265,0.9016641254650477,1.0,0.9976303317535545,1.0,1.0,0.9298392342719077,0.9016641254650477,1.8303110355517405,1.4699061688547874,2.285703796511586,0.0
A2A,SafeCL-IMMTrack,video07,1611,1602,9,0.7203792877950181,0.7295905991041105,0.9101123595505618,0.6510611735330837,0.9388264669163545,0.9406991260923845,0.8000293750458985,0.7295905991041105,31.811684107571836,1.686216401808926,127.86843965573215,0.05930087390761548
A2A,SafeCL-IMMTrack,video08,2249,2144,105,0.8534115138592752,0.8710812826441097,0.9995335820895522,0.9659514925373134,0.9930037313432836,1.0,0.9303299678080187,0.8710812826441097,1.9089041818122936,1.3139761307304831,2.6255583997622423,0.0
A2A,SafeCL-IMMTrack,video09,1273,1273,0,0.8793625855683987,0.8980221037930282,1.0,0.9583660644147682,0.997643362136685,1.0,0.9309181645949818,0.8980221037930282,1.7308979724418057,1.3508089208204266,2.233976662667741,0.0
A2A,SafeCL-IMMTrack,video10,1177,1177,0,0.8763603997248859,0.8948188413938446,1.0,0.9855564995751912,0.9830076465590484,1.0,0.9308644443333832,0.8948188413938446,1.9849738742975385,1.327573380069945,2.9151423723475616,0.0
A2A,SafeCL-IMMTrack,video11,2687,2642,45,0.8414801196784542,0.8583851202202629,0.9992429977289932,0.9201362604087813,0.9901589704769115,0.9996214988644966,0.9220213444954061,0.8583851202202629,2.179867405531753,1.5958542369755897,2.9585078216845644,0.0
A2A,SafeCL-IMMTrack,video12,504,504,0,0.840702947845805,0.8591472239580963,0.998015873015873,0.9027777777777778,0.998015873015873,1.0,0.9130485527544351,0.8591472239580963,2.338055131966558,1.8852787872250087,2.859521367722346,0.0
A2A,SafeCL-IMMTrack,video13,570,570,0,0.794235588972431,0.8082708554370531,0.9982456140350877,0.787719298245614,1.0,1.0,0.8789817681458548,0.8082708554370531,1.6280931733458215,1.4901779061393345,1.8786143411609857,0.0
A2A,SafeCL-IMMTrack,video14,1383,1383,0,0.8330406638432668,0.8502379859379727,0.9985538684020245,0.8604483007953724,0.9855386840202458,1.0,0.9231848921781294,0.8502379859379727,2.3878560071524566,1.7245190968630542,3.172164665288706,0.0
A2A,SafeCL-IMMTrack,video15,1559,1559,0,0.7618742172943584,0.7742270622712234,0.9846055163566388,0.659397049390635,0.9993585631815266,1.0,0.876617741387767,0.7742270622712234,1.6178184387611727,1.2236891335089506,2.1244167292875136,0.0
A2A,SafeCL-IMMTrack,video16,1158,1125,33,0.7465820105820106,0.7575117594213632,0.9235555555555556,0.7253333333333334,0.9182222222222223,0.9235555555555556,0.8292287581699345,0.7575117594213632,60.923021602058085,2.0121419853319513,215.9420121321161,0.07644444444444444
A2A,SafeCL-IMMTrack,video17,1819,1819,0,0.8068797612502944,0.8216984604325013,0.9956019791094007,0.7883452446399121,0.9708631115997801,0.9983507421660253,0.9166531923379577,0.8216984604325013,3.0691241544747814,2.3381020009625617,4.114105885853453,0.0
A2A,SafeCL-IMMTrack,video18,1681,1681,0,0.7643126257046543,0.7777975971670351,0.983343248066627,0.6543723973825104,0.9964306960142773,1.0,0.8944722445789737,0.7777975971670351,2.3333741006165485,1.8189749960558703,2.9241069394716916,0.0
A2A,SafeCL-IMMTrack,video19,1623,1623,0,0.814364932664378,0.8297232215481015,0.9950708564386938,0.8170055452865065,0.9864448552064079,0.9993838570548367,0.8921749845964263,0.8297232215481015,2.6297606351958653,2.064014435386202,3.3689518666474574,0.0
A2A,SafeCL-IMMTrack,video20,4384,4384,0,0.7825317170663885,0.7940925812479304,0.9014598540145985,0.8255018248175182,0.894844890510949,0.9094434306569343,0.8279125518820667,0.7940925812479304,37.467636772033224,1.7997178760533306,128.01956199052205,0.08941605839416059
A2A,SafeCL-IMMTrack,video21,834,834,0,0.9051615850177003,0.9249301949770179,1.0,0.9988009592326139,0.9952038369304557,1.0,0.9477594395072177,0.9249301949770179,2.185663990529653,1.684975603682463,2.8036350098418246,0.0
A2A,SafeCL-IMMTrack,video22,1285,1215,70,0.7322751322751323,0.7432853241491912,0.9588477366255144,0.5399176954732511,0.9670781893004116,0.9835390946502057,0.8417816509319774,0.7432853241491912,4.038723043186942,2.2962697904326523,11.507960659831278,0.012345679012345678
A2A,SafeCL-IMMTrack,video23,1109,1109,0,0.7545193009575337,0.767529199110182,0.9729486023444545,0.6185752930568079,0.9972948602344455,1.0,0.883201612475468,0.767529199110182,1.8252237708818622,1.4505577407772505,2.306047417724791,0.0
A2A,RLSM-IMMTrack,video01,2635,2634,1,0.816411758325198,0.8317313530790856,0.9874715261958997,0.8139711465451784,0.9821564160971906,1.0,0.895432280733098,0.8317313530790856,2.590520074814117,1.8660557061095306,3.472609079025971,0.0
A2A,RLSM-IMMTrack,video02,1935,1901,34,0.8670874978081713,0.8854393866717838,0.9994739610731194,0.9773803261441346,0.997369805365597,0.9994739610731194,0.9289641158935958,0.8854393866717838,2.0827905613623243,1.598442175666557,3.186769941871083,0.0005260389268805891
A2A,RLSM-IMMTrack,video03,503,503,0,0.7599166903341854,0.7722299878843188,0.9821073558648111,0.6182902584493042,1.0,1.0,0.8480489611351498,0.7722299878843188,2.1123778399224014,1.7232379448364323,2.5678318866484746,0.0
A2A,RLSM-IMMTrack,video04,398,398,0,0.7379755922469491,0.7499120919212413,0.957286432160804,0.5703517587939698,1.0,1.0,0.7851019804906887,0.7499120919212413,1.3171934933254892,1.2631392098224052,1.4651296707725103,0.0
A2A,RLSM-IMMTrack,video05,2457,2451,6,0.788813118066484,0.8034114581229832,0.9955120359037127,0.7021623827009384,0.9502243982048144,0.9975520195838433,0.897216822265422,0.8034114581229832,3.572040649743494,2.613720968813673,4.732957540510624,0.0
A2A,RLSM-IMMTrack,video06,422,422,0,0.8833220491988265,0.9016641254650477,1.0,0.9976303317535545,1.0,1.0,0.9298392342719077,0.9016641254650477,1.8303110355517405,1.4699061688547874,2.285703796511586,0.0
A2A,RLSM-IMMTrack,video07,1611,1602,9,0.7203495630461922,0.7294930821574116,0.9101123595505618,0.6504369538077404,0.9388264669163545,0.9406991260923845,0.7999681770336099,0.7294930821574116,32.38799838089051,1.6870236646125873,129.7531366335102,0.05930087390761548
A2A,RLSM-IMMTrack,video08,2249,2144,105,0.8534115138592752,0.8710812826441097,0.9995335820895522,0.9659514925373134,0.9930037313432836,1.0,0.9303299678080187,0.8710812826441097,1.9089041818122936,1.3139761307304831,2.6255583997622423,0.0
A2A,RLSM-IMMTrack,video09,1273,1273,0,0.8793625855683987,0.8980221037930282,1.0,0.9583660644147682,0.997643362136685,1.0,0.9309181645949818,0.8980221037930282,1.7308979724418057,1.3508089208204266,2.233976662667741,0.0
A2A,RLSM-IMMTrack,video10,1177,1177,0,0.8763603997248859,0.8948188413938446,1.0,0.9855564995751912,0.9830076465590484,1.0,0.9308644443333832,0.8948188413938446,1.9849738742975385,1.327573380069945,2.9151423723475616,0.0
A2A,RLSM-IMMTrack,video11,2687,2642,45,0.8414801196784542,0.8583851202202629,0.9992429977289932,0.9201362604087813,0.9901589704769115,0.9996214988644966,0.9220213444954061,0.8583851202202629,2.179867405531753,1.5958542369755897,2.9585078216845644,0.0
A2A,RLSM-IMMTrack,video12,504,504,0,0.840702947845805,0.8591472239580963,0.998015873015873,0.9027777777777778,0.998015873015873,1.0,0.9130485527544351,0.8591472239580963,2.338055131966558,1.8852787872250087,2.859521367722346,0.0
A2A,RLSM-IMMTrack,video13,570,570,0,0.794235588972431,0.8082708554370531,0.9982456140350877,0.787719298245614,1.0,1.0,0.8789817681458548,0.8082708554370531,1.6280931733458215,1.4901779061393345,1.8786143411609857,0.0
A2A,RLSM-IMMTrack,video14,1383,1383,0,0.8330406638432668,0.8502379859379727,0.9985538684020245,0.8604483007953724,0.9855386840202458,1.0,0.9231848921781294,0.8502379859379727,2.3878560071524566,1.7245190968630542,3.172164665288706,0.0
A2A,RLSM-IMMTrack,video15,1559,1559,0,0.7618742172943584,0.7742270622712234,0.9846055163566388,0.659397049390635,0.9993585631815266,1.0,0.876617741387767,0.7742270622712234,1.6178184387611727,1.2236891335089506,2.1244167292875136,0.0
A2A,RLSM-IMMTrack,video16,1158,1125,33,0.7465820105820106,0.7575117594213632,0.9235555555555556,0.7253333333333334,0.9182222222222223,0.9235555555555556,0.8292287581699345,0.7575117594213632,60.95322805962074,2.0121419853319513,216.05364443620726,0.07644444444444444
A2A,RLSM-IMMTrack,video17,1819,1819,0,0.8068797612502944,0.8216984604325013,0.9956019791094007,0.7883452446399121,0.9708631115997801,0.9983507421660253,0.9166531923379577,0.8216984604325013,3.0691241544747814,2.3381020009625617,4.114105885853453,0.0
A2A,RLSM-IMMTrack,video18,1681,1681,0,0.7643126257046543,0.7777975971670351,0.983343248066627,0.6543723973825104,0.9964306960142773,1.0,0.8944722445789737,0.7777975971670351,2.3333741006165485,1.8189749960558703,2.9241069394716916,0.0
A2A,RLSM-IMMTrack,video19,1623,1623,0,0.814364932664378,0.8297492097101308,0.9950708564386938,0.8176216882316697,0.9864448552064079,0.9993838570548367,0.8922112282990831,0.8297492097101308,2.6287909818876685,2.064014435386202,3.368100345127117,0.0
A2A,RLSM-IMMTrack,video20,4384,4384,0,0.7825425790754258,0.7940877638494034,0.9014598540145985,0.8255018248175182,0.8946167883211679,0.9092153284671532,0.8278409904107632,0.7940877638494034,37.48562921083362,1.7973118785900084,128.04937855282037,0.0896441605839416
A2A,RLSM-IMMTrack,video21,834,834,0,0.9051615850177003,0.9249301949770179,1.0,0.9988009592326139,0.9952038369304557,1.0,0.9477594395072177,0.9249301949770179,2.185663990529653,1.684975603682463,2.8036350098418246,0.0
A2A,RLSM-IMMTrack,video22,1285,1215,70,0.733803644914756,0.7448395474493753,0.9604938271604938,0.5440329218106996,0.968724279835391,0.9835390946502057,0.8430888404744611,0.7448395474493753,4.003442108805549,2.2909911718798543,11.48909626459577,0.012345679012345678
A2A,RLSM-IMMTrack,video23,1109,1109,0,0.7545193009575337,0.767529199110182,0.9729486023444545,0.6185752930568079,0.9972948602344455,1.0,0.883201612475468,0.767529199110182,1.8252237708818622,1.4505577407772505,2.306047417724791,0.0
A2A,ARTrackV2-B-256,video01,2635,2634,1,0.7082655385616663,0.7174812060390459,0.8557327258921792,0.6336370539104025,0.8390280941533789,0.9001518602885346,0.7906337933806779,0.7174812060390459,13.78082050974762,2.6901485408565957,41.901087250978044,0.06985573272589218
A2A,ARTrackV2-B-256,video02,1935,1901,34,0.8798627288895569,0.898863107861238,0.9994739610731194,0.97317201472909,0.9957916885849553,0.9989479221462388,0.920929129147714,0.898863107861238,2.063712254421171,1.652523001475256,3.1531646827162323,0.0005260389268805891
A2A,ARTrackV2-B-256,video03,503,503,0,0.7740225314778,0.7882957057222527,0.974155069582505,0.6858846918489065,0.9980119284294234,1.0,0.8457100534050599,0.7882957057222527,2.29260736154098,1.5836882923214577,3.0258539052632702,0.0
A2A,ARTrackV2-B-256,video04,398,398,0,0.7546063651591289,0.7676862103140843,0.9698492462311558,0.6432160804020101,1.0,1.0,0.8117548526948468,0.7676862103140843,1.2457869443914873,1.1812018622952516,1.412005846103975,0.0
A2A,ARTrackV2-B-256,video05,2457,2451,6,0.8134677779720618,0.8284385441284732,0.9481844145246838,0.8563851489188087,0.9179926560587516,0.9485924112607099,0.8578811369509044,0.8284385441284732,17.405577366276,2.3178360125788107,82.412027421101,0.044471644226846185
A2A,ARTrackV2-B-256,video06,422,422,0,0.8780185059805913,0.8961696891290974,1.0,0.995260663507109,1.0,1.0,0.9106960319672892,0.8961696891290974,2.279166580078587,2.0160251005818868,2.7036209580989095,0.0
A2A,ARTrackV2-B-256,video07,1611,1602,9,0.7256405683371976,0.7367757885447038,0.9213483146067416,0.5848938826466916,0.9756554307116105,0.99812734082397,0.7926121759565249,0.7367757885447038,2.55266839713566,1.9367808602698213,3.490061745823668,0.0018726591760299626
A2A,ARTrackV2-B-256,video08,2249,2144,105,0.8502798507462688,0.8679292176618912,0.9995335820895522,0.9631529850746269,0.9748134328358209,0.9990671641791045,0.9053537459760023,0.8679292176618912,2.5324262566462226,1.7998513121612165,3.495843317869692,0.0
A2A,ARTrackV2-B-256,video09,1273,1273,0,0.8685519769573188,0.8863144473014998,0.969363707776905,0.8915946582875098,0.9457973291437549,0.9882168106834249,0.9222155476487531,0.8863144473014998,2.38416072761778,1.0958597224372337,4.5401919820954815,0.0
A2A,ARTrackV2-B-256,video10,1177,1177,0,0.8698062062548045,0.8883727137129321,1.0,0.9804587935429057,0.9694137638062872,1.0,0.9214686724307395,0.8883727137129321,2.450664173475885,1.4599799655907073,3.650390583497581,0.0
A2A,ARTrackV2-B-256,video11,2687,2642,45,0.862712230993836,0.8808025154711814,0.9981074943224829,0.9250567751703255,0.977668433005299,0.9996214988644966,0.9104436627035373,0.8808025154711814,2.5327415856968143,1.6098272386925396,3.6140413518022467,0.0
A2A,ARTrackV2-B-256,video12,504,504,0,0.8137755102040813,0.8293336916462855,0.9543650793650794,0.8313492063492064,0.9861111111111112,1.0,0.8967864923747276,0.8293336916462855,2.871799982690785,2.276500575352115,3.6236760294866537,0.0
A2A,ARTrackV2-B-256,video13,570,570,0,0.7624895572263994,0.7749897560132354,0.9736842105263158,0.6824561403508772,0.9736842105263158,0.9736842105263158,0.845717234262126,0.7749897560132354,5.806598608661135,1.5851806392848484,25.69212045173967,0.02631578947368421
A2A,ARTrackV2-B-256,video14,1383,1383,0,0.878077333608787,0.8969636563080133,0.9927693420101229,0.9450469992769343,0.9573391178597253,0.9956616052060737,0.921894715948563,0.8969636563080133,2.5990182670973674,1.3421358619351493,4.178431416967026,0.0
A2A,ARTrackV2-B-256,video15,1559,1559,0,0.6433916735392039,0.6465274168671387,0.8024374599101989,0.5837075048107762,0.8338678640153945,0.8402822322001283,0.7221195084833164,0.6465274168671387,50.77522779412874,1.5294678328071418,152.279803545707,0.15458627325208468
A2A,ARTrackV2-B-256,video16,1158,1125,33,0.8038518518518517,0.818776263872846,0.9893333333333333,0.7715555555555556,0.9822222222222222,0.9982222222222222,0.8924270152505446,0.818776263872846,2.7502567630965706,1.9209947908855316,6.5453485735154775,0.0008888888888888889
A2A,ARTrackV2-B-256,video17,1819,1819,0,0.8323516322416816,0.8491140809600517,0.9967014843320505,0.8581638262781748,0.9532710280373832,0.9956019791094007,0.9102178529465662,0.8491140809600517,3.3360584722154822,2.2901808622183846,4.662291163494389,0.0
A2A,ARTrackV2-B-256,video18,1681,1681,0,0.7972861958584743,0.81236850394271,0.9958358120166567,0.7709696609161214,0.9845330160618679,1.0,0.8899114672638836,0.81236850394271,2.5215660813826344,1.8855088753207485,3.323429246624419,0.0
A2A,ARTrackV2-B-256,video19,1623,1623,0,0.7842619487721152,0.7988387329646118,0.9765865680837954,0.7030191004313001,0.9365372766481824,0.9969192852741836,0.8566319935244586,0.7988387329646118,3.8414927498220197,2.6568141918266117,5.2266780716314045,0.0
A2A,ARTrackV2-B-256,video20,4384,4384,0,0.6738681786583247,0.6774996352461456,0.7618613138686131,0.6875,0.7609489051094891,0.7828467153284672,0.7073627808787748,0.6774996352461456,106.78144868228692,2.081793057500453,247.44434376863967,0.2103102189781022
A2A,ARTrackV2-B-256,video21,834,834,0,0.9009934909215486,0.9217012598573886,1.0,0.9988009592326139,0.9952038369304557,1.0,0.9429397658343914,0.9217012598573886,2.2884738383365155,1.7872193609195222,2.8819591090580157,0.0
A2A,ARTrackV2-B-256,video22,1285,1215,70,0.09727611209092689,0.053689940060522905,0.06172839506172839,0.05267489711934156,0.05925925925925926,0.06255144032921811,0.055805696764302436,0.053689940060522905,489.01626910922795,357.1524158674464,610.322266811526,0.934156378600823
A2A,ARTrackV2-B-256,video23,1109,1109,0,0.7610459873760144,0.7744222165496321,0.975653742110009,0.6321009918845807,0.9981965734896303,0.9990982867448152,0.8757580579571776,0.7744222165496321,2.0055522226797264,1.60385004117837,2.5390156584534016,0.0
A2A,MCITrack-B224,video01,2635,2634,1,0.790740138120548,0.8054551803108453,0.9791192103264996,0.7289293849658315,0.9889901290812453,0.9988610478359908,0.8901469471615522,0.8054551803108453,2.393045724342306,1.8019235624767143,3.2839697234151095,0.00037965072133637056
A2A,MCITrack-B224,video02,1935,1901,34,0.8685153177525615,0.8874736860340158,0.9994739610731194,0.9779063650710152,0.9978958442924777,0.9994739610731194,0.9357407350104694,0.8874736860340158,1.8015082993132092,1.3687784273049115,2.943109995036434,0.0005260389268805891
A2A,MCITrack-B224,video03,503,503,0,0.7590646596610812,0.7727523178203163,0.9860834990059643,0.6003976143141153,1.0,1.0,0.849842123728219,0.7727523178203163,2.0826202152116915,1.799475039506169,2.487201162095906,0.0
A2A,MCITrack-B224,video04,398,398,0,0.7458722182340274,0.7586092102100769,0.9673366834170855,0.6130653266331658,1.0,1.0,0.7941176470588235,0.7586092102100769,1.3191742493256677,1.2289614604797559,1.5422259835431247,0.0
A2A,MCITrack-B224,video05,2457,2451,6,0.8404149909657865,0.8572842230242835,0.9787841697266422,0.879640962872297,0.9538963688290494,0.9808241534067728,0.8985368117055063,0.8572842230242835,6.145313471688105,1.7401335682436219,30.230324276512945,0.017135862913096694
A2A,MCITrack-B224,video06,422,422,0,0.8807266982622434,0.8994797811917775,1.0,0.995260663507109,1.0,1.0,0.932115974351826,0.8994797811917775,1.8339761113263584,1.5805027305041157,2.2702137566866147,0.0
A2A,MCITrack-B224,video07,1611,1602,9,0.7023363652577136,0.7108538568266569,0.8913857677902621,0.5561797752808989,0.9519350811485643,0.9531835205992509,0.7935546253457689,0.7108538568266569,27.113198966243015,1.7509536036703581,121.37331374131428,0.04744069912609238
A2A,MCITrack-B224,video08,2249,2144,105,0.8425728500355366,0.8598958329938837,0.9995335820895522,0.9528917910447762,0.9911380597014925,1.0,0.9249432982148083,0.8598958329938837,2.0745643561184486,1.3939703443022395,2.8941309455711552,0.0
A2A,MCITrack-B224,video09,1273,1273,0,0.8736767291362737,0.8929360710488037,0.997643362136685,0.9615082482325216,0.99528672427337,1.0,0.9349845201238389,0.8929360710488037,1.5941730979609332,1.0851774919133925,2.3348908250168523,0.0
A2A,MCITrack-B224,video10,1177,1177,0,0.8712626936926003,0.8889708922022934,1.0,0.9881053525913339,0.9821580288870009,1.0,0.93273027137788,0.8889708922022934,2.005509537929958,1.2063469854126367,3.0869680093671237,0.0
A2A,MCITrack-B224,video11,2687,2642,45,0.8362712230993836,0.8532853734890351,0.9992429977289932,0.9080242240726722,0.987887963663891,0.9996214988644966,0.9226224933576761,0.8532853734890351,2.2330104885052333,1.5332057030224453,3.1391057357035947,0.0
A2A,MCITrack-B224,video12,504,504,0,0.8369236583522296,0.8551280961562403,1.0,0.9345238095238095,0.9861111111111112,1.0,0.9156940553999376,0.8551280961562403,2.4199410242590043,1.9117875689363313,3.103901997567605,0.0
A2A,MCITrack-B224,video13,570,570,0,0.8154553049289893,0.8313365088035536,0.9982456140350877,0.8964912280701754,0.9964912280701754,0.9982456140350877,0.8791537667698656,0.8313365088035536,1.6567367860746596,1.4362509869524156,2.4887792589441387,0.0017543859649122807
A2A,MCITrack-B224,video14,1383,1383,0,0.8686430465172331,0.887330902875523,0.9992769342010123,0.9624005784526392,0.9891540130151844,1.0,0.9304439056895355,0.887330902875523,2.2051680253567567,1.4442018851683638,3.079863806352259,0.0
A2A,MCITrack-B224,video15,1559,1559,0,0.7413787837136137,0.7539713456588703,0.9775497113534317,0.5933290570878769,0.9967928159076331,0.9993585631815266,0.8691971978015068,0.7539713456588703,1.5773379583466969,1.2563732986868286,2.264805304067819,0.0006414368184733803
A2A,MCITrack-B224,video16,1158,1125,33,0.788994708994709,0.8035760024449796,0.984,0.7244444444444444,0.9955555555555555,0.9973333333333333,0.8952505446623092,0.8035760024449796,2.816396208629723,1.8165801309391432,9.21455404592861,0.0026666666666666666
A2A,MCITrack-B224,video17,1819,1819,0,0.7958323516322418,0.8100975823463774,0.994502473886751,0.7410665200659703,0.9719626168224299,0.9972512369433755,0.916469941467516,0.8100975823463774,2.9970254579248805,2.1674099964062825,4.126219165315341,0.0
A2A,MCITrack-B224,video18,1681,1681,0,0.783745502960256,0.7983120195298341,0.9839381320642475,0.7275431290898274,0.9958358120166567,1.0,0.8965601707667006,0.7983120195298341,2.2724417008493463,1.7214361246536387,2.9042016339425527,0.0
A2A,MCITrack-B224,video19,1623,1623,0,0.8098758912067597,0.825340615698554,0.9944547134935305,0.7948243992606284,0.9833641404805915,1.0,0.8894687881313956,0.825340615698554,2.706244574854174,2.1200140378435117,3.485556214418538,0.0
A2A,MCITrack-B224,video20,4384,4384,0,0.5332051616266945,0.5253852084513092,0.5962591240875912,0.5437956204379562,0.594434306569343,0.6081204379562044,0.5507147201946473,0.5253852084513092,180.6364877081116,3.6507130991245273,310.3778169001034,0.3895985401459854
A2A,MCITrack-B224,video21,834,834,0,0.9012789768185451,0.9209206034301676,1.0,0.9988009592326139,0.9952038369304557,1.0,0.9501104998354257,0.9209206034301676,2.077855626884492,1.6370180666428795,2.6571155832278985,0.0
A2A,MCITrack-B224,video22,1285,1215,70,0.18067803252988437,0.14475568169676956,0.17366255144032922,0.12921810699588476,0.15967078189300413,0.17695473251028807,0.1511821189381102,0.14475568169676956,378.18140277469706,374.6648684164481,479.53775634587333,0.8123456790123457
A2A,MCITrack-B224,video23,1109,1109,0,0.7344669157112801,0.7464185262468581,0.9612263300270514,0.5410279531109107,0.9909828674481514,0.9981965734896303,0.871762230591064,0.7464185262468581,2.00007238792173,1.5726393079770797,2.781894206129833,0.0
A2A,UETrack-B,video01,2635,2634,1,0.7885707054271975,0.8025022881121217,0.9715261958997722,0.7782839787395596,0.972285497342445,0.9939255884586181,0.8632810755281611,0.8025022881121217,3.396901196144923,2.453260979949565,5.1560634411657515,0.004935459377372817
A2A,UETrack-B,video02,1935,1901,34,0.8608000801583126,0.8787690140379607,0.9994739610731194,0.9573908469226723,0.9936875328774329,0.9989479221462388,0.9297067590844861,0.8787690140379607,1.9396664283314078,1.487673297626448,3.1301255961618373,0.0005260389268805891
A2A,UETrack-B,video03,503,503,0,0.7688156773643852,0.7816703751950315,0.9840954274353877,0.6719681908548708,0.9960238568588469,1.0,0.849686196546213,0.7816703751950315,2.345428267189053,1.7319892779984905,3.014540128686394,0.0
A2A,UETrack-B,video04,398,398,0,0.741564967695621,0.7548906358629636,0.9472361809045227,0.6030150753768844,1.0,1.0,0.7654448714159031,0.7548906358629636,1.3833624707544947,1.250617345411185,1.5640163599621635,0.0
A2A,UETrack-B,video05,2457,2451,6,0.7649161663849546,0.7755768622917795,0.9122807017543859,0.8008975928192574,0.8372093023255814,0.8992248062015504,0.8272413820689434,0.7755768622917795,34.130535115314764,2.882495392653507,119.93479286565508,0.0864953080375357
