dataset,method,curve,threshold,score
UAV2UAV-2,MCITrack-B224,normalized_precision,0.44,0.912604619418801
UAV2UAV-2,MCITrack-B224,normalized_precision,0.45,0.913143431876145
UAV2UAV-2,MCITrack-B224,normalized_precision,0.46,0.913682244333489
UAV2UAV-2,MCITrack-B224,normalized_precision,0.47000000000000003,0.9145443442652395
UAV2UAV-2,MCITrack-B224,normalized_precision,0.48,0.9150472358920938
UAV2UAV-2,MCITrack-B224,normalized_precision,0.49,0.9154064441969898
UAV2UAV-2,MCITrack-B224,normalized_precision,0.5,0.9159093358238443
UAV2UAV-2,UETrack-B,success,0.0,1.0
UAV2UAV-2,UETrack-B,success,0.05,0.8385717877797335
UAV2UAV-2,UETrack-B,success,0.1,0.8340098423075542
UAV2UAV-2,UETrack-B,success,0.15000000000000002,0.8297352634792916
UAV2UAV-2,UETrack-B,success,0.2,0.8237364847875283
UAV2UAV-2,UETrack-B,success,0.25,0.8165523186896081
UAV2UAV-2,UETrack-B,success,0.30000000000000004,0.8072129027623118
UAV2UAV-2,UETrack-B,success,0.35000000000000003,0.794604691260462
UAV2UAV-2,UETrack-B,success,0.4,0.7785121592011207
UAV2UAV-2,UETrack-B,success,0.45,0.7582528108049859
UAV2UAV-2,UETrack-B,success,0.5,0.7323538920219835
UAV2UAV-2,UETrack-B,success,0.55,0.7014260569704371
UAV2UAV-2,UETrack-B,success,0.6000000000000001,0.6627393225331369
UAV2UAV-2,UETrack-B,success,0.65,0.6191314343187615
UAV2UAV-2,UETrack-B,success,0.7000000000000001,0.5685549049894033
UAV2UAV-2,UETrack-B,success,0.75,0.5060885807679874
UAV2UAV-2,UETrack-B,success,0.8,0.42849958691044937
UAV2UAV-2,UETrack-B,success,0.8500000000000001,0.3208089371026258
UAV2UAV-2,UETrack-B,success,0.9,0.1766227235173677
UAV2UAV-2,UETrack-B,success,0.9500000000000001,0.03990804267394662
UAV2UAV-2,UETrack-B,success,1.0,0.0011853874061568304
UAV2UAV-2,UETrack-B,center_precision,0.0,0.001760120693990445
UAV2UAV-2,UETrack-B,center_precision,1.0,0.0509357376342541
UAV2UAV-2,UETrack-B,center_precision,2.0,0.1522684004454183
UAV2UAV-2,UETrack-B,center_precision,3.0,0.24688386795502712
UAV2UAV-2,UETrack-B,center_precision,4.0,0.329250332267682
UAV2UAV-2,UETrack-B,center_precision,5.0,0.39681741441862134
UAV2UAV-2,UETrack-B,center_precision,6.0,0.45576349725205645
UAV2UAV-2,UETrack-B,center_precision,7.0,0.5059089766155394
UAV2UAV-2,UETrack-B,center_precision,8.0,0.5475052983224972
UAV2UAV-2,UETrack-B,center_precision,9.0,0.5831746829986709
UAV2UAV-2,UETrack-B,center_precision,10.0,0.6156471137612701
UAV2UAV-2,UETrack-B,center_precision,11.0,0.6420489241711268
UAV2UAV-2,UETrack-B,center_precision,12.0,0.6647868098710442
UAV2UAV-2,UETrack-B,center_precision,13.0,0.6844714249793455
UAV2UAV-2,UETrack-B,center_precision,14.0,0.7008872445130931
UAV2UAV-2,UETrack-B,center_precision,15.0,0.7155788641833399
UAV2UAV-2,UETrack-B,center_precision,16.0,0.7275045799058875
UAV2UAV-2,UETrack-B,center_precision,17.0,0.7386400373576637
UAV2UAV-2,UETrack-B,center_precision,18.0,0.7461474909299903
UAV2UAV-2,UETrack-B,center_precision,19.0,0.753187973705952
UAV2UAV-2,UETrack-B,center_precision,20.0,0.7595459607026115
UAV2UAV-2,UETrack-B,center_precision,21.0,0.7651855310894788
UAV2UAV-2,UETrack-B,center_precision,22.0,0.7708969431373254
UAV2UAV-2,UETrack-B,center_precision,23.0,0.7753511261180358
UAV2UAV-2,UETrack-B,center_precision,24.0,0.7790150508279752
UAV2UAV-2,UETrack-B,center_precision,25.0,0.7830741046733001
UAV2UAV-2,UETrack-B,center_precision,26.0,0.7866661877222602
UAV2UAV-2,UETrack-B,center_precision,27.0,0.7896835374833866
UAV2UAV-2,UETrack-B,center_precision,28.0,0.7924135206005963
UAV2UAV-2,UETrack-B,center_precision,29.0,0.7948920579043788
UAV2UAV-2,UETrack-B,center_precision,30.0,0.7973705952081612
UAV2UAV-2,UETrack-B,center_precision,31.0,0.7995617658680269
UAV2UAV-2,UETrack-B,center_precision,32.0,0.8013218865620173
UAV2UAV-2,UETrack-B,center_precision,33.0,0.8036926613743309
UAV2UAV-2,UETrack-B,center_precision,34.0,0.8061352778476238
UAV2UAV-2,UETrack-B,center_precision,35.0,0.8078235568806351
UAV2UAV-2,UETrack-B,center_precision,36.0,0.8095836775746256
UAV2UAV-2,UETrack-B,center_precision,37.0,0.8108049858112719
UAV2UAV-2,UETrack-B,center_precision,38.0,0.8119185315564496
UAV2UAV-2,UETrack-B,center_precision,39.0,0.813139839793096
UAV2UAV-2,UETrack-B,center_precision,40.0,0.8141097022163153
UAV2UAV-2,UETrack-B,center_precision,41.0,0.8155106146054096
UAV2UAV-2,UETrack-B,center_precision,42.0,0.8165163978591184
UAV2UAV-2,UETrack-B,center_precision,43.0,0.8173066561298897
UAV2UAV-2,UETrack-B,center_precision,44.0,0.8183483602140882
UAV2UAV-2,UETrack-B,center_precision,45.0,0.8193900642982865
UAV2UAV-2,UETrack-B,center_precision,46.0,0.820431768382485
UAV2UAV-2,UETrack-B,center_precision,47.0,0.8210424225008082
UAV2UAV-2,UETrack-B,center_precision,48.0,0.8221918890764754
UAV2UAV-2,UETrack-B,center_precision,49.0,0.8229103056862674
UAV2UAV-2,UETrack-B,center_precision,50.0,0.8237005639570387
UAV2UAV-2,UETrack-B,normalized_precision,0.0,0.001760120693990445
UAV2UAV-2,UETrack-B,normalized_precision,0.01,0.05582097058083983
UAV2UAV-2,UETrack-B,normalized_precision,0.02,0.17109091562196918
UAV2UAV-2,UETrack-B,normalized_precision,0.03,0.2892704479327562
UAV2UAV-2,UETrack-B,normalized_precision,0.04,0.38489169869607387
UAV2UAV-2,UETrack-B,normalized_precision,0.05,0.4637738424512375
UAV2UAV-2,UETrack-B,normalized_precision,0.06,0.5286468623154568
UAV2UAV-2,UETrack-B,normalized_precision,0.07,0.5804087790509717
UAV2UAV-2,UETrack-B,normalized_precision,0.08,0.6183052552175007
UAV2UAV-2,UETrack-B,normalized_precision,0.09,0.6499874277093286
UAV2UAV-2,UETrack-B,normalized_precision,0.1,0.6734078091885485
UAV2UAV-2,UETrack-B,normalized_precision,0.11,0.6927332159919537
UAV2UAV-2,UETrack-B,normalized_precision,0.12,0.7094364021696181
UAV2UAV-2,UETrack-B,normalized_precision,0.13,0.7241280218398649
UAV2UAV-2,UETrack-B,normalized_precision,0.14,0.7359459750709436
UAV2UAV-2,UETrack-B,normalized_precision,0.15,0.7456086784726463
UAV2UAV-2,UETrack-B,normalized_precision,0.16,0.7532957361974209
UAV2UAV-2,UETrack-B,normalized_precision,0.17,0.7606235856172995
UAV2UAV-2,UETrack-B,normalized_precision,0.18,0.7670174934444485
UAV2UAV-2,UETrack-B,normalized_precision,0.19,0.7724774596788678
UAV2UAV-2,UETrack-B,normalized_precision,0.2,0.7770394051510471
UAV2UAV-2,UETrack-B,normalized_precision,0.21,0.7816731922842056
UAV2UAV-2,UETrack-B,normalized_precision,0.22,0.7858040877905097
UAV2UAV-2,UETrack-B,normalized_precision,0.23,0.7884622292467401
UAV2UAV-2,UETrack-B,normalized_precision,0.24,0.7915154998383562
UAV2UAV-2,UETrack-B,normalized_precision,0.25,0.7948920579043788
UAV2UAV-2,UETrack-B,normalized_precision,0.26,0.7971550702252236
UAV2UAV-2,UETrack-B,normalized_precision,0.27,0.7993821617155789
UAV2UAV-2,UETrack-B,normalized_precision,0.28,0.8014655698839758
UAV2UAV-2,UETrack-B,normalized_precision,0.29,0.8031897697474766
UAV2UAV-2,UETrack-B,normalized_precision,0.3,0.8046266029670606
UAV2UAV-2,UETrack-B,normalized_precision,0.31,0.8061711986781135
UAV2UAV-2,UETrack-B,normalized_precision,0.32,0.8074643485757391
UAV2UAV-2,UETrack-B,normalized_precision,0.33,0.8088652609648335
UAV2UAV-2,UETrack-B,normalized_precision,0.34,0.8100865692014799
UAV2UAV-2,UETrack-B,normalized_precision,0.35000000000000003,0.8109486691332304
UAV2UAV-2,UETrack-B,normalized_precision,0.36,0.812062214878408
UAV2UAV-2,UETrack-B,normalized_precision,0.37,0.813139839793096
UAV2UAV-2,UETrack-B,normalized_precision,0.38,0.813858256402888
UAV2UAV-2,UETrack-B,normalized_precision,0.39,0.8146485146736593
UAV2UAV-2,UETrack-B,normalized_precision,0.4,0.8155106146054096
UAV2UAV-2,UETrack-B,normalized_precision,0.41000000000000003,0.8163367937066704
UAV2UAV-2,UETrack-B,normalized_precision,0.42,0.8174144186213586
UAV2UAV-2,UETrack-B,normalized_precision,0.43,0.8180250727396817
UAV2UAV-2,UETrack-B,normalized_precision,0.44,0.8185279643665362
UAV2UAV-2,UETrack-B,normalized_precision,0.45,0.8192104601458385
UAV2UAV-2,UETrack-B,normalized_precision,0.46,0.8202162433995474
UAV2UAV-2,UETrack-B,normalized_precision,0.47000000000000003,0.8208987391788498
UAV2UAV-2,UETrack-B,normalized_precision,0.48,0.8215812349581523
UAV2UAV-2,UETrack-B,normalized_precision,0.49,0.8222996515679443
UAV2UAV-2,UETrack-B,normalized_precision,0.5,0.8228743848557779
UAV2UAV-2,RLSM-IMMTrack,success,0.0,1.0
UAV2UAV-2,RLSM-IMMTrack,success,0.05,0.9371385466431984
UAV2UAV-2,RLSM-IMMTrack,success,0.1,0.9354143467796976
UAV2UAV-2,RLSM-IMMTrack,success,0.15000000000000002,0.9338697510686447
UAV2UAV-2,RLSM-IMMTrack,success,0.2,0.9317863429002479
UAV2UAV-2,RLSM-IMMTrack,success,0.25,0.9283738640037358
UAV2UAV-2,RLSM-IMMTrack,success,0.30000000000000004,0.9230575810912748
UAV2UAV-2,RLSM-IMMTrack,success,0.35000000000000003,0.9131793527066345
UAV2UAV-2,RLSM-IMMTrack,success,0.4,0.8976256331046374
UAV2UAV-2,RLSM-IMMTrack,success,0.45,0.8762168181328353
UAV2UAV-2,RLSM-IMMTrack,success,0.5,0.8495635619095514
UAV2UAV-2,RLSM-IMMTrack,success,0.55,0.8138941772333776
UAV2UAV-2,RLSM-IMMTrack,success,0.6000000000000001,0.7673407809188548
UAV2UAV-2,RLSM-IMMTrack,success,0.65,0.7135313768454327
UAV2UAV-2,RLSM-IMMTrack,success,0.7000000000000001,0.6533280649448615
UAV2UAV-2,RLSM-IMMTrack,success,0.75,0.5844319120658069
UAV2UAV-2,RLSM-IMMTrack,success,0.8,0.49060670282696933
UAV2UAV-2,RLSM-IMMTrack,success,0.8500000000000001,0.36107618808146846
UAV2UAV-2,RLSM-IMMTrack,success,0.9,0.20471281296023564
UAV2UAV-2,RLSM-IMMTrack,success,0.9500000000000001,0.05014547936348288
UAV2UAV-2,RLSM-IMMTrack,success,1.0,0.0011853874061568304
UAV2UAV-2,RLSM-IMMTrack,center_precision,0.0,0.001760120693990445
UAV2UAV-2,RLSM-IMMTrack,center_precision,1.0,0.07205718596213945
UAV2UAV-2,RLSM-IMMTrack,center_precision,2.0,0.21222026653256224
UAV2UAV-2,RLSM-IMMTrack,center_precision,3.0,0.33424332770573656
UAV2UAV-2,RLSM-IMMTrack,center_precision,4.0,0.4304752325873774
UAV2UAV-2,RLSM-IMMTrack,center_precision,5.0,0.5098961887998851
UAV2UAV-2,RLSM-IMMTrack,center_precision,6.0,0.5766370918495636
UAV2UAV-2,RLSM-IMMTrack,center_precision,7.0,0.633751212328029
UAV2UAV-2,RLSM-IMMTrack,center_precision,8.0,0.6836093250475951
UAV2UAV-2,RLSM-IMMTrack,center_precision,9.0,0.7241998635008441
UAV2UAV-2,RLSM-IMMTrack,center_precision,10.0,0.7568518984158914
UAV2UAV-2,RLSM-IMMTrack,center_precision,11.0,0.7824275297244873
UAV2UAV-2,RLSM-IMMTrack,center_precision,12.0,0.8038363446962894
UAV2UAV-2,RLSM-IMMTrack,center_precision,13.0,0.8212579474837458
UAV2UAV-2,RLSM-IMMTrack,center_precision,14.0,0.8371349545601494
UAV2UAV-2,RLSM-IMMTrack,center_precision,15.0,0.8488092244692698
UAV2UAV-2,RLSM-IMMTrack,center_precision,16.0,0.860842702683286
UAV2UAV-2,RLSM-IMMTrack,center_precision,17.0,0.8710082977118431
UAV2UAV-2,RLSM-IMMTrack,center_precision,18.0,0.8772226013865441
UAV2UAV-2,RLSM-IMMTrack,center_precision,19.0,0.8831495384173282
UAV2UAV-2,RLSM-IMMTrack,center_precision,20.0,0.8878910880419555
UAV2UAV-2,RLSM-IMMTrack,center_precision,21.0,0.8922015877007077
UAV2UAV-2,RLSM-IMMTrack,center_precision,22.0,0.8960810373935846
UAV2UAV-2,RLSM-IMMTrack,center_precision,23.0,0.8997090412730342
UAV2UAV-2,RLSM-IMMTrack,center_precision,24.0,0.9018283702719206
UAV2UAV-2,RLSM-IMMTrack,center_precision,25.0,0.9043069075757032
UAV2UAV-2,RLSM-IMMTrack,center_precision,26.0,0.9070368906929128
UAV2UAV-2,RLSM-IMMTrack,center_precision,27.0,0.9090843780308201
UAV2UAV-2,RLSM-IMMTrack,center_precision,28.0,0.9105930529113833
UAV2UAV-2,RLSM-IMMTrack,center_precision,29.0,0.912065806961457
UAV2UAV-2,RLSM-IMMTrack,center_precision,30.0,0.9134667193505513
UAV2UAV-2,RLSM-IMMTrack,center_precision,31.0,0.915119077553073
UAV2UAV-2,RLSM-IMMTrack,center_precision,32.0,0.9161967024677611
UAV2UAV-2,RLSM-IMMTrack,center_precision,33.0,0.9174180107044075
UAV2UAV-2,RLSM-IMMTrack,center_precision,34.0,0.9183519522971371
UAV2UAV-2,RLSM-IMMTrack,center_precision,35.0,0.9192858938898667
UAV2UAV-2,RLSM-IMMTrack,center_precision,36.0,0.9202916771435755
UAV2UAV-2,RLSM-IMMTrack,center_precision,37.0,0.9211896979058156
UAV2UAV-2,RLSM-IMMTrack,center_precision,38.0,0.92169258953267
UAV2UAV-2,RLSM-IMMTrack,center_precision,39.0,0.9225187686339308
UAV2UAV-2,RLSM-IMMTrack,center_precision,40.0,0.9230216602607852
UAV2UAV-2,RLSM-IMMTrack,center_precision,41.0,0.9235963935486189
UAV2UAV-2,RLSM-IMMTrack,center_precision,42.0,0.9242429684974317
UAV2UAV-2,RLSM-IMMTrack,center_precision,43.0,0.9247458601242861
UAV2UAV-2,RLSM-IMMTrack,center_precision,44.0,0.9253565142426093
UAV2UAV-2,RLSM-IMMTrack,center_precision,45.0,0.9260390100219117
UAV2UAV-2,RLSM-IMMTrack,center_precision,46.0,0.9267574266317037
UAV2UAV-2,RLSM-IMMTrack,center_precision,47.0,0.927368080750027
UAV2UAV-2,RLSM-IMMTrack,center_precision,48.0,0.927727289054923
UAV2UAV-2,RLSM-IMMTrack,center_precision,49.0,0.9280505765293293
UAV2UAV-2,RLSM-IMMTrack,center_precision,50.0,0.9285893889866734
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.0,0.001760120693990445
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.01,0.0744279607744531
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.02,0.21724918280110636
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.03,0.3551492510506843
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.04,0.46585725061963434
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.05,0.5509536980494989
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.06,0.6247350838751392
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.07,0.6790833004059054
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.08,0.7226552677897913
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.09,0.754732569417005
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.1,0.7823916088939976
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.11,0.8037645030353102
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.12,0.8216171557886418
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.13,0.8361291713064406
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.14,0.8488810661302489
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.15,0.8587592945148892
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.16,0.8673443730019038
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.17,0.8743130141168863
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.18,0.8802399511476705
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.19,0.8856280757211107
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.2,0.8904773878372068
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.21,0.8948956499874277
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.22,0.8981644455619814
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.23,0.9011458744926183
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.24,0.9033370451524839
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.25,0.9063543949136104
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.26,0.9087610905564136
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.27,0.9109522612162794
UAV2UAV-2,RLSM-IMMTrack,normalized_precision,0.28,0.9126405402492905
